,bpm,keySig,chord2,chord3,chord4,chord5,chord6,chord7,chord8,chord9,chord10,chord11,chord12,chord13,chord14,chord15,chord16,chord17,chord18,chord19,chord20,chord21,chord22,chord23,chord24,chord25,chord26,chord27,chord28,chord29,chord30,chord31,chord32,song_name
0,0.6692412539754657,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15384615384615385,0.5,0.0,0.8846153846153846,ACDC.Highway_to_Hell_K.mid
1,0.47510871681703126,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.0967741935483871,0.0,0.0,0.0967741935483871,Ain't-No-Sunshine.mid
2,0.8783020704874408,-0.2,0.25806451612903225,0.06451612903225806,0.0,0.0,0.0,0.25806451612903225,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.4838709677419355,0.1935483870967742,0.03225806451612903,0.0,0.03225806451612903,0.0,0.41935483870967744,1.0,0.0,0.3870967741935484,0.0,0.5161290322580645,0.0967741935483871,0.6451612903225806,Albert_Collins_-_A_Good_Fool_Is_Hard_To_Find.mid
3,0.11059907834101382,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Albert_Collins_-_Fake_ID.mid
4,0.7604335691568768,1.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.39285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35714285714285715,0.21428571428571427,0.0,0.03571428571428571,0.0,0.2857142857142857,0.9642857142857143,0.0,0.6071428571428571,0.32142857142857145,0.07142857142857142,0.07142857142857142,0.35714285714285715,Alice_Cooper_-_Poison.mid
5,0.8361783604854938,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.8518518518518519,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.25925925925925924,1.0,Alice_Cooper_-_School's_Out.mid
6,0.44784838060621796,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.9714285714285714,0.0,0.0,0.5142857142857142,1.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.3142857142857143,Alice_In_Chains_-_Rooster.mid
7,0.40643863179074446,0.2,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.15789473684210525,0.0,0.0,0.21052631578947367,0.0,0.0,0.42105263157894735,0.0,0.2631578947368421,0.0,1.0,0.42105263157894735,0.8947368421052632,BB_King_-_How_Blue_Can_You_Get.mid
8,0.37379113390017527,0.2,0.03225806451612903,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,0.06451612903225806,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.45161290322580644,0.0,0.0967741935483871,0.0,1.0,0.3548387096774194,0.12903225806451613,BB_King_-_Sweet_Sixteen.mid
9,0.5723372493022653,0.4,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.10714285714285714,0.017857142857142856,0.0,0.0,0.0,0.0,1.0,0.30357142857142855,0.0,0.0,0.03571428571428571,BB_King_-_The_Thrill_Is_Gone.mid
10,0.5439086129681314,-0.6,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,1.0,BEEGEES.You_should_be_dancing_K.mid
11,0.7269422989550205,0.8,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.0,0.6923076923076923,1.0,0.0,0.0,0.07692307692307693,0.0,1.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,Bee_Gees_-_Night_Fever.mid
