,Unnamed: 0,bpm,key_signature,chords,song_name
0,0,129.0042377892114,a minor,"['-', '-', 'iv', 'iv7', 'iv', 'iv7', 'iv7', 'bII', 'v7', 'v7', 'i53', 'i53', 'v7', 'v7', 'i53', 'I6', 'iv', 'VII7', 'v64', 'VI', 'ii53', 'V7', 'III', 'I6', 'iv', 'VII', 'v', 'VI7', 'ii', 'V53', 'i', 'i', 'V53', 'v7', 'i', 'i53', 'V53', 'v7', 'i', 'I65', 'iv', 'vii7', 'III', 'III53', 'ii6', 'ii', 'i6', 'i6', 'V53', 'ii', 'i', 'III', 'V53', 'v7', 'i', 'iv42', 'iv', 'vii7', 'III53', 'v', 'iv', 'iv', 'III', 'i53', 'V53', 'v7', 'i', 'i53', 'V53', 'v7', 'i', '#iii', 'iv', 'VII7', 'III', 'VI7', 'ii', 'V7', 'III', 'III', 'V53', 'ii', 'i', 'III', 'V53', 'ii', 'i', 'iv42', 'iv', 'vii7', 'III53', 'v', 'iv', 'iv', 'III', '#iii', 'iv', 'VII', 'III53', 'VI7', 'ii', 'V7', 'III', 'i53', 'V53', 'V7M7', 'i', 'i53', 'V53', 'V7', 'i', 'i', 'V53', 'V7M7', 'i', 'i53', 'V7M7', 'III', 'iii', '#vii', 'ii42', 'i']",'Disco' la Passione
0,0,58.00015466707911,A major,"['-', 'vii', 'I', 'ii42', 'V6', 'I53', 'V64', 'I', 'V53', 'I53', 'iii43', 'IV53', 'II', 'V53', 'iii7', 'bvii', 'V53', 'iii7', 'ii42', 'V53', 'I', 'V53', 'I', 'V65', 'I53', 'iii7', 'IV53', 'V64', 'V53', 'iii43', 'bvii', 'V53', 'iii43', 'ii42', 'V', 'vii7', 'iii43', 'vii7', 'iii7', 'biii', 'bVI53', 'IV53', 'II53', 'v', 'i', 'ii42', 'V', 'V', 'vi7', 'V53', 'iii43', 'ii65', 'V53', 'iii43', 'bVII', 'V53', 'IV53', 'v', 'I', 'v65', 'v']",Butterfly
0,0,111.000111000111,C major,"['-', '-', 'I', 'v53', 'i', 'IV53', 'IV', 'v53', 'I53', 'ii6', 'IV', 'III', 'VI65', 'II', 'v53', 'ii7', 'V7', 'v42', 'I53', 'v53', 'i', 'iii', 'IV', 'v', 'i7', 'ii6', 'i', 'bVII6', 'iv', 'IV64', 'III65', 'v53', 'I', 'IV7', 'biii42', 'v', 'i', 'IV53', 'II6', 'vi53', 'II', '#iv', 'II', 'vi7', 'II53', 'iii6', 'v43', '#iv42', '#iv42', 'iii42', 'vi6', 'ii', '#i7', 'IV42', 'ii7', '#iv65', 'I', '#iv', 'II53', 'vi53', 'II7', 'iii6', 'vii64', 'I6', '#i6', 'V64', 'vi', 'vi53', 'bVII6', 'V53', 'vii', 'vi', 'ii7', 'v', '#iv', 'i', 'V53']",By Strauss
0,0,85.00028333427777,f minor,"['-', 'iii6', '#iii65', 'iii6', '#iii65', 'ii', '#iii65', 'iii6', 'I7', 'ii', '#iii65', 'iii6', 'I7', 'vi64', '#iii65', 'iii53', 'vi', 'ii', 'ii', 'ii', '#iii42', 'ii', '#iii65', 'iii6', 'I7', 'ii', '#iii65', 'iii6', 'I7', 'vi64', '#iii65', 'iii53', 'vi', 'ii', 'ii', 'ii', '#iii42', 'ii', 'ii', 'iii53', 'iii53', 'ii', '#iii65', 'iii53', 'iii53', 'vi64', '#iii65', 'iii53', 'vi', 'ii', '#iii65', 'I7', 'vi', 'ii', 'III7M7', 'VI53', 'V53', 'VI53', 'V53']",By The Time I Get To Phoenix
0,0,180.00018000018,D major,"['vi', 'vi65', 'I', 'V53', 'V', 'vi65', 'I', 'V', 'II53', 'I', 'I', 'V53', 'V', 'vi65', 'I', 'V', 'II53', 'bIII', 'IV53', 'IV', 'I53', 'bIII', 'IV53', 'IV', 'I53', 'vi65', 'I', 'V53', 'V', 'vi65', 'I', 'V', 'II53', 'I', 'I', 'V53', 'V', 'vi65', 'I', 'V', 'II53', 'bIII', 'IV53', 'IV', 'I53', 'bIII', 'IV53', 'v42', 'I53', 'v42', 'v42', 'iv42', 'I', 'v42', 'v42', 'iv42', 'vi42', 'vi65', 'I', 'V53', 'V', 'vi65', 'I', 'V', 'II53', 'I', 'I', 'V53', 'V', 'vi65', 'I', 'V', 'II53', 'bIII', 'IV53', 'IV', 'I53', 'bIII', 'IV53', 'IV', 'I53', 'IV', 'I53']",By-Tor and the Snow Dog
0,0,166.93376068376068,F major,"['I42', 'i', 'iv', 'i', 'IV64', 'iv', 'I53', 'IV64', 'i', 'i', 'I', 'iv', 'i', 'iv', 'I64', 'i', 'v7', 'iii', 'v', 'V', 'i', 'v', 'v', 'i', 'iv', 'iv', 'v', 'v', 'v', 'i', 'I', 'i', 'iv', 'I53', 'i', 'i', 'I', 'I', 'IV', 'i', 'IV64', 'I64', 'i', 'v7', 'iii', 'v', 'V7', 'i', 'v', 'v', 'i', 'iv', 'iv', 'v', 'v7', 'v', 'i', 'iv', 'I', 'iv', 'iv43', 'i', 'i', 'I', 'I', 'IV', 'i', 'IV64', 'i', 'i', 'i', 'i', 'v', 'i', 'i', 'i', 'I53']",Bye Bye Love.1
0,0,163.0036132467603,A major,"['-', '-', '-', 'I64', 'I53', 'I64', 'I53', 'I64', 'I53', 'I64', 'I64', 'IV64', 'i', 'IV64', 'I53', 'IV64', 'I64', 'iii65', 'I42M7', 'IV64', 'I64', 'IV64', 'I53', 'IV64', 'I64', 'iii65', 'I53', 'iii65', 'I64', 'I', 'V64', 'v', 'I53', 'I64', 'V64', 'v', 'I53', 'I53', 'IV64', 'iv', 'v43', 'V64', 'V7M7', 'v', 'i', 'i', 'IV64', 'i', 'IV64', 'I53', 'IV64', 'I64', 'iii65', 'I42M7', 'IV64', 'I64', 'IV64', 'I53', 'IV64', 'I64', 'iii65', 'I53', 'iii65', 'I64', 'I', 'V64', 'v', 'I53', 'I64', 'V64', 'v', 'I53', 'I53', 'IV64', 'iv', 'v43', 'V64', 'V7M7', 'v', 'i', 'i', 'IV64', 'i', 'IV64', 'I53', 'IV64', 'I64', 'iii65', 'I42M7', 'IV64', 'I64', 'IV64', 'I53', 'IV64', 'I64', 'i', 'I53', 'i', 'I53', 'i', 'I53', 'i', 'I53', 'iii', 'I53', 'i', 'iv', 'I53', 'iv', 'I53', 'I53']",Bye Bye Love.2
0,0,130.00013000013,A major,"['iii42', 'v42', 'iv', 'i', 'i', 'V53', 'iv', 'i', 'i', 'V53', 'iv', 'i', 'i', 'V53', 'IV', 'i', 'i', 'V53', 'iv', 'i', 'i', 'V53', 'IV', 'iv', 'i', 'V53', 'ii53', 'iii53', 'IV7', 'iii', 'ii53', 'iii53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I53', 'iv', 'i', 'i', 'V53', 'iv', 'iv', 'i', 'V53', 'I', 'v', 'i', 'V53', 'V42', 'iv', 'i', 'V53', 'ii53', 'iii53', 'IV7', 'iii', 'ii53', 'iii53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I', 'bv', 'I53', 'bv', 'I53', 'V', 'I53', 'iv', 'i', 'i', 'V53', 'V42', 'iv', 'i', 'V53', 'ii65', 'v', 'i', 'V53', 'V42', 'iv', 'i', 'V53', 'ii53', 'iii53', 'IV7', 'iii', 'IV65', 'iii53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I53', 'bv', 'I53', 'i', 'V53', 'bv', 'I53', 'i', 'V53', 'bv', 'I53', 'i', 'V53', 'bv', 'I53', 'i', 'V53', 'bv', 'I53', 'bv', 'v42', 'bv', 'I53', 'bv', 'iv42', 'iv42', 'v42']",Bye Bye Love
0,0,101.00006901671382,E major,"['-', 'IV42', 'iv', 'I64', 'IV', 'iv', 'IV', 'ii', 'ii', 'I53', 'I53', 'i', 'IV64', 'vi7', 'vi7', 'vi65', 'iv', 'ii7', 'ii7', 'I64', 'i', 'ii7', 'I64', 'IV6', 'iv64', 'iii', 'v', 'ii', 'iv', 'iv', 'ii', 'iv', 'I53', 'I53', 'I53', 'IV64', 'vi7', 'iii', 'ii', 'iv', 'bi', 'bi', 'I64', 'I64', 'ii7', 'I64', 'I6', 'iv', 'IV', 'ii', 'ii', 'I53', 'I53', 'I53', 'IV64', 'vi7', 'iii', 'ii42', 'I', 'iv', 'iv', 'ii', 'ii', 'I53', 'I53', 'I53', 'i', 'vi42', 'bii', 'ii', 'ii42', 'I53', 'ii42', 'I53', 'I53', 'I53']",Bye Bye My Love.1
0,0,101.0015991919872,E major,"['-', '-', 'IV42', 'bi', 'I53', 'bi', 'bi', 'v', 'vi42', 'I64', 'vi42', 'IV64', 'vi65', 'bii', 'ii53', 'bi', 'i', 'bi', 'I64', 'ii', 'iv64', 'bii', 'bv', 'vi65', 'IV', 'bi', 'ii', 'v7', 'I64', 'I64', 'I64', 'vi', 'vi65o7', 'bii', 'ii53', 'bi', 'vi', 'bi', 'I64', 'bi', 'vi65', 'bi', 'bi', 'v7', 'vi42', 'I64', 'vi42', 'IV64', 'vi65', 'iii42', 'ii53', 'bi', 'I', 'bi', 'bi', 'v', 'I64', 'I53', 'vi7', 'ii', 'IV', 'ii42', 'I53', 'I53', 'I53']",Bye Bye My Love
