,bpm,key_signature,chords,song_name
0,98.00078400627206,C major,"['-', '-', '-', 'I', 'i', 'I', 'V53', 'I53', 'I53', 'I7', 'I7', 'I7M7', 'I7', 'IV53', 'iii', 'ii', 'ii53', 'ii', 'ii', 'iv', 'IV53', 'v', 'V53', 'I53', 'I53', 'iii42', 'V', 'v6', 'v', 'IV6', 'vi', 'ii6', 'ii53', 'bVII6', 'bVII6', 'IV53', 'IV53', 'V53', 'v', 'v', 'I53', 'I64', 'I53', 'I53', 'vi', 'III53', 'III', 'III64', 'vi6', 'vi6', 'IV53', 'IV64', 'V', 'V', 'iii43', 'iii43', 'IV43', 'ii', 'I6', 'I64', 'IV43', 'ii', 'I53', 'V6', 'I53', 'I53', 'V6', 'V', 'v6', 'v', 'IV6', 'IV', 'ii53', 'ii53', 'bVII6', 'bVII6', 'IV53', 'IV53', 'V53', 'v', 'v', 'I53', 'I64', 'I53', 'I53', 'vi', 'III64', 'III', 'III64', 'vi6', 'vi6', 'IV53', 'IV6', 'V53', 'V', 'v7', 'V42M7', 'I53', 'I64', 'I53', 'I53', 'vi', 'III53', 'III', 'III64', 'vi6', 'vi6', 'IV53', 'IV6', 'V53', 'V', 'iii43', 'iii43', 'IV43', 'ii', 'I53', 'I', 'IV53', 'ii', 'I53', 'v7', 'I53', 'I64', 'I53', 'I53', 'vi', 'III64', 'III', 'III53', 'vi6', 'vi6', 'IV53', 'IV64', 'V53', 'V53', 'V6', 'V65M7', 'IV53', 'ii', 'I6']",'n Beetje verliefd
0,106.00144868646537,A major,"['-', '-', 'iii', 'IV', 'IV53', 'I53', 'i', 'V53', 'V6', 'I', 'I', 'I53', 'I53', 'I53', 'V53', 'v7', 'V53', 'v7', 'I53', 'I53', 'I53', 'I53', 'V53', 'IV53', 'I53', 'V53', 'I64', 'IV64', 'IV53', 'I53', 'i', 'V53', 'V53', 'iii', 'i7', 'IV64', 'IV53', 'I53', 'i', 'V53', 'V6', 'I', 'i', 'V53', 'V6', 'I', 'I', 'I53', 'I53', 'I53', 'V53', 'v7', 'V53', 'v7', 'I53', 'I', 'I53', 'I53', 'V53', 'iv', 'I53', 'V53', 'I64', 'IV64', 'IV53', 'I53', 'i', 'V53', 'V53', 'iii', 'i7', 'IV64', 'IV53', 'I53', 'i', 'V53', 'V6', 'I', 'vii42', 'bV64', 'bV53', 'bII53', 'bii', 'bVI53', 'bVI53', 'iv', 'vii65', 'bV64', 'bV53', 'bII53', 'bii', 'bVI53', 'bVI6', 'bII', 'bii', 'bVI53', 'bVI6', 'bII64', 'bV', 'bII64', 'bII64']",'n Dag uit duizend dromen
0,75.0,C major,"['-', '-', '-', 'I53', 'I53', 'iii', 'I', 'I53', 'i', 'I53', 'i', 'I53', 'I53', 'iii', 'i', 'I53', 'vi65', 'i', 'I', 'i', 'i', 'iii', 'i', 'I53', 'I53', 'I53', 'iii65', 'I53', 'IV53', 'iii', 'I64', 'i', 'I64', 'I53', 'I53', 'I53', 'i', 'iii', 'I', 'I', 'I53', 'I', 'I64', 'I', 'i', 'iii6', 'I', 'I53', 'I53', 'I53', 'I6', 'I', 'IV53', 'iii', 'i', 'I53', 'i', 'I53', 'I64', 'I53', 'IV53', 'iii', 'IV64', 'iii', 'I64', 'I']",'n Wonder
0,85.00004250002125,e- minor,"['-', '#vii53', '#vii53', 'II', 'II', '#vii64', '#vii53', 'II65', '#iii53', '#iii7', '#vii64', '#vii', '#vii53', 'I43', '#iii53', '#IV', '#IV7M7', '#vii64', '#vii', '#vii64', 'VII', '#iii', '#iii', '#IV', '#i65', '#vii6', '#vii53', 'i', 'i', 'i', 'i', '##iii42', 'i', 'i', 'i', 'i6', 'i6', 'i', 'i', 'i6', 'i6', '#I53', 'v', 'i', 'i', 'i', 'i6', 'i', 'i', 'i', 'i', '##iii', 'i', 'i', 'i53', '#vi']",'Na sera 'e maggio
0,72.00028800115201,A major,"['-', '-', 'ii42', 'I', 'i', 'v', 'V64', 'i', 'i', 'V53', 'V53', 'i', 'i', 'iii', 'iii', 'IV53', 'iv', 'bvi', 'bvi', 'I', 'i', 'v', 'V', 'i', 'i', 'v', 'v', 'I', 'i', 'v', 'V64', 'i', 'i', 'V53', 'V53', 'i', 'i', 'iii', 'iii', 'IV53', 'iv', 'bvi', 'bvi', 'i', 'i', 'v', 'V', 'i', 'i', 'bVI53', 'bVI53', 'bII53', 'bII53', 'bVI53', 'bVI53', 'bII53', 'bii', 'bii', 'bii', 'bII53', 'bII64', 'vi', 'vi', 'bII53', 'bII53', 'bii', 'bii', 'bii', 'bii', 'iii7', 'bii', 'bII', 'bII', 'bii', 'bii', 'bII64']",I've Been Loving You Too Long
0,119.99999999999999,G major,"['-', '-', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'I53', 'iii64', 'II42M7', 'iii53', 'vi65', 'iii53', '#iv64', 'iii53', 'I53', 'I53', 'vi53', 'v', 'II', 'I53', 'vi53', 'V64', 'V42', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'I53', 'iii53', 'vi65', 'iii53', 'I53', 'iii64', 'II42M7', 'iii53', 'vi65', 'iii53', '#iv64', 'iii53', 'I53', 'I53', 'vi53', 'v', 'II', 'I53', 'vi53', 'V64', 'V42', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'I53', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'I53', 'iii', 'vii', '#iv42', 'I', 'iii', 'vii', '#iv42', 'I', 'I53', 'vi53', 'v', 'II', 'I53', 'vi53', 'V64', 'V42', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'I53', 'iii53', 'I6', 'iii64', 'vi65', 'iii64', 'I53', 'iii64', 'I53', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'vi65', 'iii53', 'I53', 'iii64', 'iii64', 'iii64']",I've Been Thinking About You.1
0,114.00125401379415,G major,"['iii53', 'iii', 'iii', 'iii', 'I53', 'I6', 'I6', 'V64', 'I', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii53', 'iii', 'I', 'iii42', 'vi', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'I53', 'vi43', 'iii42', 'iii42', 'I', 'iii42', 'V', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii64']",I've Been Thinking About You.2
0,112.00005973336519,b minor,"['-', 'i', 'iv', 'i6', 'iv', 'i', 'iv', 'i6', 'i6', 'i53', 'VI53', 'i53', 'VI53', 'i53', 'VI53', 'i64', 'VI53', 'VI53', 'iv6', 'III53', 'v65', 'VI53', 'iv6', 'III53', 'VII', 'i', 'iv', 'i6', 'iv', 'i', 'iv', 'i6', 'i6', 'i', 'iv', 'i6', 'iv', 'i53', 'VI53', 'i53', 'VI64', 'i53', 'VI53', 'i64', 'VI64', 'i', 'iv53', 'III53', 'VII53', 'i', 'iv53', 'III53', 'VII', 'i', 'iv', 'i6', 'iv', 'i', 'iv', 'i6', 'i42', 'i', 'iv', 'i6', 'iv', 'i', 'iv', 'i6', 'i6', 'i', 'i', 'iv43', 'i42', 'iv', 'III64', 'iv43', 'i42', 'i', 'iv53', 'III53', 'v65', 'i', 'iv53', 'III53', 'VII', 'i', 'iv', 'i6', 'iv', 'i', 'iv', 'i6', 'iv', 'i6', 'i6', 'i6', 'i6', 'i', 'iv', 'i6', 'i6', 'i', 'iv', 'i6', 'iv', 'i', 'iv', 'i6', 'i6', 'i64']",I've Been Thinking About You.3
0,104.99992125005907,c minor,"['-', 'i', 'i', 'i', 'i', 'i53', 'i53', 'i53', 'i53', 'i', 'i64', 'i', 'i', 'i64', 'i', 'i', 'i', 'ii65', 'V53', 'i53', 'IV64', 'ii65', 'V53', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'iv', 'iv43', 'iii', 'i53', 'V64', 'i64', 'i64', 'i', 'i53', 'i64', 'i53', 'i', 'i53', 'iv', 'V64', 'i6', 'IV64', 'iv', 'V64', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'iv', 'iv43', 'iii', 'i53', 'V64', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'iv', 'iv43', 'iii', 'i53', 'V64', 'i6', 'V64', 'i6', 'IV64', 'i6', 'V64', 'i6', 'IV64', 'V64', 'IV64', 'vii', 'i53', 'V64', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'iv', 'iv43', 'i6', 'i6', 'i6', 'i6', 'iv', 'iv43', 'iii', 'i53', 'V64', 'i53']",I've Been Thinking About You
0,178.00034413399865,E major,"['ii', 'iv42', 'I', 'I', 'i', 'I6', 'i', 'I6', 'i', 'i', 'i', 'i', 'vi65', 'I53', 'vi42', 'iii', 'i', 'i', 'vi42', 'vi42', 'IV53', 'iv', 'v', 'v', 'I', 'i', 'IV53', 'I', 'I', 'i', 'IV53', 'ii', 'i', 'vi65', 'vi65', 'I53', 'vi42', 'iii', 'i', 'i', 'vi42', 'vi42', 'IV53', 'iv', 'v', 'v', 'I', 'i', 'IV53', 'I', 'I', 'i', 'IV53', 'ii', 'i', 'vi65', 'ii7', 'iv', 'vi65', 'ii42', 'ii7', 'ii65', 'vi', 'ii42', 'ii', 'ii7', 'ii65', 'bi', 'I', 'i', 'IV53', 'I', 'I', 'i', 'IV53', 'ii', 'i', 'i', 'i', 'i', 'v', 'v', 'vi', 'vi', 'iii42', 'ii7', 'bii43', 'vi', 'bi', 'bi', 'bii', 'ii', 'bv', 'ii', 'bi', 'bv', 'bv', 'ii', 'bi', 'bii', 'ii', 'bii', 'ii', 'ii', 'bii', 'bii', 'bv', 'bii43', 'ii']",I've Done Everything For You
